Active Status,Type,Item,Description,Account, Cost , Price 
Active,Inventory Assembly,UD P362 - 135° Cl,"Undrilled 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,20.67,119
Active,Inventory Assembly,UD P362 - 135° Mil,"Undrilled 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,20.67,87.5
Active,Inventory Assembly,UD P362 - 135° W,"Undrilled 135° Post- 36"" with 5"" x 5"" Base Plate (34 5/8"")- White",4000 · Sales:4100 · Distribution,20.67,87.5
Active,Inventory Assembly,UD P421- Blk U,"Undrilled Post-42"" with 5"" x 5""  Base Plate  (42 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,25.01,80.4
Active,Inventory Assembly,UD P421- Br U,"Undrilled Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,25.01,80.4
Active,Inventory Assembly,UD P421- Cl U,"Undrilled Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,30.26,109.34
Active,Inventory Assembly,UD P421- Mil U,"Undrilled Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- Mill Finish Unfinished",4000 · Sales:4100 · Distribution,25.01,80.4
Active,Inventory Assembly,UD P421- W U,"Undrilled Post-42"" with 5"" x 5"" Base Plate  (42 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,25.01,80.4
Active,Inventory Assembly,UD P422- Blk U,"Undrilled Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black Unlined",4000 · Sales:4100 · Distribution,23.94,80.4
Active,Inventory Assembly,UD P422- Br U,"Undrilled Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze Unlined",4000 · Sales:4100 · Distribution,23.94,80.4
Active,Inventory Assembly,UD P422- Cl U,"Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,28.97,109.34
Active,Inventory Assembly,UD P422- Mil U,"Undrilled Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish Unlined",4000 · Sales:4100 · Distribution,23.94,80.4
Active,Inventory Assembly,UD P422- W U,"Undrilled Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White Unlined",4000 · Sales:4100 · Distribution,23.94,80.4
Active,Inventory Assembly,UD P422-135°- Blk,"Undrilled 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Black",4000 · Sales:4100 · Distribution,23.94,92.3
Active,Inventory Assembly,UD P422-135°- Br,"Undrilled 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Bronze",4000 · Sales:4100 · Distribution,23.94,92.3
Active,Inventory Assembly,UD P422-135°-Cl,"Undrilled 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Clear Anodized",4000 · Sales:4100 · Distribution,23.94,125.53
Active,Inventory Assembly,UD P422-135°-Mil,"Undrilled 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- Mill Finish",4000 · Sales:4100 · Distribution,23.94,92.3
Active,Inventory Assembly,UD P422-135°-W,"Undrilled 135°  Post- 42"" with 5"" x 5"" Base Plate (40 5/8"")- White",4000 · Sales:4100 · Distribution,23.94,92.3
Active,Inventory Assembly,WMP- Blk,"4"" x 4"" x .188"" Wall Mount Plate- Black..2 3/8 holes at opposite corners, and 2 .288 holes with countersink",4000 · Sales:4100 · Distribution, $-   , $-   
Active,Non-inventory Part,Auto Maintenance Supplies,,8200 · Travel:8205 · Automobile Expense, $-   , $-   
Active,Non-inventory Part,Base shoe 1,"Base Shoe: 4.1"" x 2.5"", .75 thickness, 1.0"" opening",4000 · Sales:4100 · Distribution, $-   , $-   
Active,Non-inventory Part,Box Facia bracket,,6000 · Supplies and Materials:6050 · Shop Supplies, $-   , $-   
Active,Non-inventory Part,Comment for Shop,Comment for Shop,4000 · Sales:4500 · Shop, $-   , $-   
Active,Non-inventory Part,CTG - BRN,"1/4"" Bronze Tempered Glass per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,8.7
Active,Non-inventory Part,CTG - BRN (Sales),"1/4"" Bronze Tempered Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,8.7
Active,Non-inventory Part,CTG - CL 1/2,"1/2"" Clear Tempered Glass per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,22.2
Active,Non-inventory Part,CTG - CL 1/2 (Sales),"1/2"" Clear Tempered Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,24.66
Active,Non-inventory Part,"CTG - CL 1/4""","1/4"" Clear Tempered Glass per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,7.4
Active,Non-inventory Part,"CTG - CL 1/4"" (Sales)","1/4"" Clear Tempered Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,7.4
Active,Non-inventory Part,CTG - CL 3/8,"3/8"" Clear Tempered Glass per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,13.38
Active,Non-inventory Part,CTG - CL 3/8 (Sales),"3/8"" Clear Tempered Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,13.76
Active,Non-inventory Part,CTG - GR,"1/4"" Gray Tempered Glass Per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,11.7
Active,Non-inventory Part,CTG - GR (Sales),"1/4"" Gray Tempered Glass Per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,11.7
Active,Non-inventory Part,CTG - Holes Drilled,Glass - Holes Drilled,6000 · Supplies and Materials:6030 · Glass, $-   ,7.5
Active,Non-inventory Part,CTG - Holes Drilled (Sales),Glass - Holes Drilled,4000 · Sales:4100 · Distribution, $-   ,37.43
Active,Non-inventory Part,CTG - Pattern Charge,Pattern (Shape) Charge,6000 · Supplies and Materials:6030 · Glass, $-   ,21
Active,Non-inventory Part,CTG - Pattern Charge (Sales),Glass Pattern (Shape) Charge,4000 · Sales:4100 · Distribution, $-   ,46.2
Active,Non-inventory Part,CTG - PE 1/2,"Polished Edges 1/2"" Glass, per inch",6000 · Supplies and Materials:6030 · Glass,0.12,0.51
Active,Non-inventory Part,CTG - PE 1/2 (Sales),"Polished Edges 1/2"" Glass, per inch",4000 · Sales:4100 · Distribution, $-   ,0.56
Active,Non-inventory Part,CTG - PE 1/4,"Polished Edges 1/4"" Glass, per inch",6000 · Supplies and Materials:6030 · Glass, $-   ,0.4
Active,Non-inventory Part,CTG - PE 1/4 (Sales),"Polished Edges 1/4"" Glass, per inch",4000 · Sales:4100 · Distribution, $-   ,0.4
Active,Non-inventory Part,CTG - PE 3/8,"Polished Edges 3/8"" Glass, per inch",6000 · Supplies and Materials:6030 · Glass, $-   ,0.45
Active,Non-inventory Part,CTG - PE 3/8 (Sales),"Polished Edges 3/8"" Glass, per inch",4000 · Sales:4100 · Distribution, $-   ,0.46
Active,Non-inventory Part,CTG - SE,"1/4"" Clear Tempered Glass -- Seamed Edges",6000 · Supplies and Materials:6030 · Glass, $-   ,0.15
Active,Non-inventory Part,CTG - SE (Sales),"1/4"" Clear Tempered Glass -- Seamed Edges",4000 · Sales:4100 · Distribution, $-   ,0.15
Active,Non-inventory Part,CTG - STN,"1/4"" Satin Tempered Glass per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,9.71
Active,Non-inventory Part,CTG - STN (Sales),"1/4"" Satin Tempered Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,26.16
Active,Non-inventory Part,"CTG - VELOUR CL 1/4""","1/4"" Velour  Tempered Glass per Sq Ft",6000 · Supplies and Materials:6030 · Glass, $-   ,9.71
Active,Non-inventory Part,CTLG - 1/2,"CLEAR TEMPERED/LAMINATED GLASS 1/2""",6000 · Supplies and Materials:6030 · Glass, $-   ,11.18
Active,Non-inventory Part,CTLG - 1/4,"CLEAR TEMPERED/LAMINATED GLASS 1/4""",6000 · Supplies and Materials:6030 · Glass, $-   ,9.85
Active,Non-inventory Part,CTLG - 13/16,"Clear Tempered Laminated Glass 13/16""-Sales",6000 · Supplies and Materials:6030 · Glass, $-   ,20.51
Active,Non-inventory Part,"CTLG - 13/16"" (Sales)","Clear Tempered Laminated Glass 13/16""-Sales",4000 · Sales:4100 · Distribution, $-   ,47.93
Active,Non-inventory Part,"CTLG - 3/8""","CLEAR TEMPERED/LAMINATED GLASS 3/8""""",6000 · Supplies and Materials:6030 · Glass, $-   ,11.12
Active,Non-inventory Part,CTLG - 9/16,"CLEAR TEMPERED/LAMINATED GLASS 9/16""",6000 · Supplies and Materials:6030 · Glass, $-   ,13.63
Active,Non-inventory Part,"CTLG - CL 1/2"" (Sales)","1/2"" Clear Tempered Laminated Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,27.21
Active,Non-inventory Part,"CTLG - CL 1/4"" (Sales)","1/4"" Clear Tempered Laminated Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,27.9
Active,Non-inventory Part,"CTLG - CL 3/8"" (Sales)","3/8"" Clear Tempered Laminated Glass per Sq Ft",4000 · Sales:4100 · Distribution, $-   ,29.45
Active,Non-inventory Part,"CTLG - CL 5/16""","5/16"" Clear Tempered Laminated Glass",6000 · Supplies and Materials:6030 · Glass, $-   ,7.85
Active,Non-inventory Part,CTLG - PE 1/2,"CLEAR TEMPERED LAMINATED GLASS  1/2"" POLISHED EDGES, PER INCH",6000 · Supplies and Materials:6030 · Glass, $-   ,0.36
Active,Non-inventory Part,CTLG - PE 1/2 (Sales),"Tempered Laminated Glass Polished Edges 1/2"" Glass, per inch",4000 · Sales:4100 · Distribution, $-   ,0.93
Active,Non-inventory Part,CTLG - PE 1/4,"CLEAR TEMPERED LAMINATED GLASS  1/4"" POLISHED EDGES, PER INCH",6000 · Supplies and Materials:6030 · Glass, $-   ,0.25
Active,Non-inventory Part,CTLG - PE 1/4 (Sales),"Tempered Laminated Glass Polished Edges 1/4"" Glass, per inch",4000 · Sales:4100 · Distribution, $-   ,0.86
Active,Non-inventory Part,CTLG - PE 13/16,CLEAR TEMPERED LAMINATED GLASS 13/16 POLISHED EDGES,6000 · Supplies and Materials:6030 · Glass, $-   ,0.55
Active,Non-inventory Part,CTLG - PE 13/16 (Sales),CLEAR TEMPERED LAMINATED GLASS 13/16 POLISHED EDGES,4000 · Sales:4100 · Distribution, $-   ,1.28
Active,Non-inventory Part,CTLG - PE 3/8,"CLEAR TEMPERED LAMINATED GLASS  3/8"" POLISHED EDGES, PER INCH",6000 · Supplies and Materials:6030 · Glass, $-   ,0.34
Active,Non-inventory Part,CTLG - PE 3/8 (Sales),"Tempered Laminated Glass Polished Edges 3/8"" Glass, per inch",4000 · Sales:4100 · Distribution, $-   ,0.84
Active,Non-inventory Part,CTLG - PE 9/16,CLEAR TEMPERED LAMINATED GLASS 9/16 POLISHED EDGES,6000 · Supplies and Materials:6030 · Glass, $-   ,0.36
Active,Non-inventory Part,Custom Finish,Custom Color or Finish,4000 · Sales:4100 · Distribution, $-   , $-   
Active,Non-inventory Part,Die,,6000 · Supplies and Materials:6025 · Aluminum,2200, $-   
Active,Non-inventory Part,Divider Facia bracket,,6000 · Supplies and Materials:6050 · Shop Supplies, $-   , $-   
Active,Non-inventory Part,Engineering,,4000 · Sales:4200 · Construction, $-   , $-   
Active,Non-inventory Part,Equipment - FA,Purchased Fixed Asset Equipment,1750 · Equipment, $-   , $-   
Active,Non-inventory Part,Field Supplies,,6000 · Supplies and Materials:6010 · Field Supplies, $-   , $-   
Active,Non-inventory Part,Foam Sheet,".69"" Thk x 24"" Wide x 108"" Long 4# Polyplank (use with Halfens)",6000 · Supplies and Materials:6005 · Building Supplies, $-   ,59
Active,Non-inventory Part,Glass Clip (Sales),1 Glass Clip w/ 1 screw,4000 · Sales:4100 · Distribution, $-   ,30
Active,Non-inventory Part,GR-Custom Fab Part,Custom Fabricated Grab Rail Part,4000 · Sales:4500 · Shop, $-   , $-   
Active,Non-inventory Part,"Lights-Strip Light Chan (W) 68""","1693 - Lights- Strip Light Channel White 68""",6000 · Supplies and Materials:6060 · Lighting, $-   ,6.82
Active,Non-inventory Part,"Lights-Strip Light Chan (W) 92""","1694 - Lights- Strip Light Channel White 92""",6000 · Supplies and Materials:6060 · Lighting, $-   ,9.21
Active,Non-inventory Part,Misc-Lumber,,6000 · Supplies and Materials:6005 · Building Supplies,70.59, $-   
Active,Non-inventory Part,Miscellaneous-Aluminum,,6000 · Supplies and Materials:6025 · Aluminum,13.85, $-   
Active,Non-inventory Part,Miscellaneous-Metal,,6000 · Supplies and Materials:6025 · Aluminum, $-   , $-   
Active,Non-inventory Part,Miscellaneous-Steel,,6000 · Supplies and Materials:6035 · SS Cable & Fittings, $-   , $-   
Active,Non-inventory Part,Office Supply,"Office Supplies, i.e. coffee",7100 · Office & Admin:7150 · Office Supplies, $-   , $-   
Active,Non-inventory Part,"Poly tub 4""","LD - Poly Tubing 4"" / 1,450 ft.  (3.0 mil)",6000 · Supplies and Materials:6050 · Shop Supplies, $-   , $-   
Active,Non-inventory Part,"Poly tub 6""","Poly Tubing 6"" / 1,450 ft. (3.0 mil)",6000 · Supplies and Materials:6050 · Shop Supplies, $-   , $-   
Active,Non-inventory Part,"Poly tub 8""","LD - Poly Tubing 8""/1,450 ft (3.0 mil)",6000 · Supplies and Materials:6050 · Shop Supplies, $-   , $-   
Active,Non-inventory Part,Post divider,,6000 · Supplies and Materials:6050 · Shop Supplies, $-   ,2.09
Active,Non-inventory Part,Printing,,8100 · Marketing:8115 · Printing, $-   , $-   
Active,Non-inventory Part,Railing Mock Up,,4000 · Sales:4500 · Shop, $-   , $-   
Active,Non-inventory Part,Sales Tax,Sales Tax Paid at Purchase,7100 · Office & Admin:7165 · Taxes:7180 · State, $-   , $-   
Active,Non-inventory Part,shipper 13 x 10,,6000 · Supplies and Materials:6050 · Shop Supplies, $-   ,0.49
Active,Non-inventory Part,shipper 14 x 6,,6000 · Supplies and Materials:6050 · Shop Supplies, $-   ,0.42
Active,Non-inventory Part,shipper FMPB2,,6000 · Supplies and Materials:6050 · Shop Supplies, $-   ,3.75
Active,Non-inventory Part,Shop Supplies,,6000 · Supplies and Materials:6050 · Shop Supplies,795.42, $-   
Active,Non-inventory Part,Small Tools & Equipment,Small Tools & Equipment purchased for the Field and shop (Non-Fixed Asset),6000 · Supplies and Materials:6055 · Small Tools & Equip., $-   , $-   
Active,Non-inventory Part,SS- Misc.,,6000 · Supplies and Materials:6035 · SS Cable & Fittings, $-   , $-   
Active,Non-inventory Part,SS Other,,4000 · Sales:4100 · Distribution, $-   , $-   
Active,Non-inventory Part,SS Wood Screw (Sales),"#8 x 3"" Phillips Bugle Head Screw, Type 17 Tip, 18-8 Stainless Steel",4000 · Sales:4100 · Distribution, $-   ,0.16
Active,Non-inventory Part,SS Wood Screws,"#8 x 3"" Phillips Bugle Head Screw, Type 17 Tip, 18-8 Stainless Steel",6000 · Supplies and Materials:6050 · Shop Supplies, $-   ,0.16
Active,Non-inventory Part,"Stanchion 1 x 2"" x 24""","Saw cut 1"" x 2"" x 24"" length flat bar 50+ ksi",4900 · Cost of Goods Sold, $-   ,40
Active,Non-inventory Part,"Stanchion 1.5 x 2"" x 12""","Saw cut 1 ½"" x 2"" x 12"" length flat bar with 1"" -hole drilled into it widthwise. (used inside of posts to strengthen them.",4900 · Cost of Goods Sold, $-   ,19.85
Active,Non-inventory Part,Torx Impact Bit,T-40 Torx Impact Bit,6000 · Supplies and Materials:6050 · Shop Supplies, $-   ,3.5
Active,Non-inventory Part,Touch-up Paint,,6000 · Supplies and Materials:6040 · Product Finishes, $-   , $-   
Active,Non-inventory Part,Welding Supplies,,6000 · Supplies and Materials:6065 · Welding Supplies, $-   , $-   
Active,Non-inventory Part,Z-Clamp Glass Clip,,6000 · Supplies and Materials:6025 · Aluminum, $-   ,17.72
Active,Group,FMPBS1-BLK  W/SCREWS,"Intermediate Fascia Mount Bracket 6"" with bottom plate- Black  and 4 Screws",, $-   ,
Active,Group,FMPBS1-BRN  W/SCREWS,"Intermediate Fascia Mount Bracket 6"" with bottom plate- Brown and 4 Screws",, $-   ,
Active,Group,FMPBS1-CL  W/SCREWS,"Intermediate Fascia Mount Bracket 6"" with bottom plate- Clear Anodized and 4 Screws",, $-   ,
Active,Group,FMPBS1-MIL  W/SCREWS,"Intermediate Fascia Mount Bracket 6"" with bottom plate- Mill Finish and 4 Screws",, $-   ,
Active,Group,FMPBS1-W  W/SCREWS,"Intermediate Fascia Mount Bracket 6"" with bottom plate- White and 4 Screws",, $-   ,
Active,Group,FMPBS2-BLK W/SCREWS,"Outside Corner Fascia Mount Bracket 6"" with Bottom Plate - Black and 4 Screws",, $-   ,
Active,Group,FMPBS2-BRN W/SCREWS,"Outside Corner Fascia Mount Bracket 6"" with Bottom Plate - Brown and 4 Screws",, $-   ,
Active,Group,FMPBS2-CL W/SCREWS,"Outside Corner Fascia Mount Bracket 6"" with Bottom Plate - Clear Anodized and 4 Screws",, $-   ,
Active,Group,FMPBS2-MF W/SCREWS,"Outside Corner Fascia Mount Bracket 6"" with Bottom Plate - Mill Finish and 4 Screws",, $-   ,
Active,Group,FMPBS2-W W/SCREWS,"Outside Corner Fascia Mount Bracket 6"" with Bottom Plate - White and 4 Screws",, $-   ,
Active,Group,FMPBS3-BLK W/SCREWS,"Inside Corner Fascia Mount Bracket 6"" with Bottom Plate - Black and 4 Screws",, $-   ,
Active,Group,FMPBS3-BRN W/SCREWS,"Inside Corner Fascia Mount Bracket 6"" with Bottom Plate - Brown and 4 Screws",, $-   ,
Active,Group,FMPBS3-CL W/SCREWS,"Inside Corner Fascia Mount Bracket 6"" with Bottom Plate - Clear Anodized and 4 Screws",, $-   ,
Active,Group,FMPBS3-MF W/SCREWS,"Inside Corner Fascia Mount Bracket 6"" with Bottom Plate - Mill Finish and 4 Screws",, $-   ,
Active,Group,FMPBS3-W W/SCREWS,"Inside Corner Fascia Mount Bracket 6"" with Bottom Plate - White and 4 Screws",, $-   ,
Active,Group,SS TTHS-Long w/FW & AN (Sales),"SS Threaded Terminal Hand Swage Fitting-Long with nut, acorn nut and flat washer",, $-   ,
Active,Group,SS TTHS 3-16 w/FW & AN (Sales),"SS Threaded Terminal Hand Swage Fitting 3-16 with nut, acorn nut and flat washer",, $-   ,
Active,Group,SS TTHS w/FW & AN (Sales),"SS Threaded Terminal Hand Swage Fitting with nut, acorn nut and flat washer",, $-   ,
Active,Group,SS TTMS 1-4  w/ AC & FW (Sales),"SS Threaded Terminal Machine Swage Fitting 1-4  includes Nut, Acorn Nut and Flat Washer",, $-   ,
Active,Group,SS TTMS w/ AC & FW (Sales),"SS Threaded Terminal Machine Swage Fitting includes Nut, Acorn Nut and Flat Washer",, $-   ,
